	観測点	真の値	観測値
0	0.9120034192579507	-4.999582680814397	0.2399258639330422
1	-0.5846363798417062	-8.607235890852172	1.285999645262814
2	0.6568897705490615	2.7434891795269634	1.5445335751716063
3	-0.7014357538359595	-9.860594532502402	-0.8736522275093371
4	0.02560923287312966	7.7102792461757685	-1.4554822664629674
5	-0.7281607919589868	-9.965399010407383	0.4652518818943009
6	0.3780729595622623	9.143263741604263	-0.6928764737455726
7	0.6834954486245579	1.9310759362717542	0.408173713193857
8	-0.14898200519004678	3.2589591695993176	0.7203006453569283
9	0.9138520069067324	-5.0497939931643945	-0.6730124184353523
10	0.6506658127695966	2.930981665108805	-0.683039245886197
11	-0.323569375056848	-2.1483528293952148	0.816077205199427
12	0.15152109588902718	9.568664407109257	0.0868954159729854
13	0.5066037294169539	6.8167541602826764	0.06642735572019447
14	0.6542078740495909	2.8244122898422024	-0.5656130763718964
15	0.8668769417031628	-3.725743683965044	-0.7268302625294245
16	-0.7100106101275454	-9.901835662026947	0.28906617055817113
17	0.4911604220878749	7.163567505880442	1.3734682967999414
18	-0.7212972122643553	-9.945161920103802	0.1386132418804763
19	0.8130575122258537	-2.1110260972464006	0.6665649506787763
