	観測点	真値	観測値
0	0.9120034192579507	-4.999582680814397	0.04803202849913127
1	-0.5846363798417062	-8.607235890852172	0.5948162141202059
2	0.6568897705490615	2.7434891795269634	0.447215376345033
3	-0.7014357538359595	-9.860594532502402	-0.7106528197918605
4	0.02560923287312966	7.7102792461757685	-0.09980017203028499
5	-0.7281607919589868	-9.965399010407383	-0.023149828519223422
6	0.3780729595622623	9.143263741604263	-0.20495802180320893
7	0.6834954486245579	1.9310759362717542	0.27784405882678903
8	-0.14898200519004678	3.2589591695993176	-0.6750394008175998
9	0.9138520069067324	-5.0497939931643945	-0.3917810410156216
10	0.6506658127695966	2.930981665108805	-0.37590971583104776
11	-0.323569375056848	-2.1483528293952148	0.44190802950281616
12	0.15152109588902718	9.568664407109257	0.6391876295333685
13	0.5066037294169539	6.8167541602826764	-0.7948984335020981
14	0.6542078740495909	2.8244122898422024	0.032323593705162884
15	0.8668769417031628	-3.725743683965044	-0.6089185848023412
16	-0.7100106101275454	-9.901835662026947	-1.1387189654899321
17	0.4911604220878749	7.163567505880442	-0.3155633211418359
18	-0.7212972122643553	-9.945161920103802	0.6576033101535796
19	0.8130575122258537	-2.1110260972464006	-0.30219778644199535
